name,sku,price,stars,link,image_url,reviews,seller,category,description 
Zealot H1 Wireless Bluetooth Sports Earphones Neckband Headset In-ear Headphones Earbuds Earpiece For Sports Running Gym Exercise Multiple Functions,ZE551EL0JXL54NAFAMZ,"7,680",4.3,https://www.jumia.com.ng/zealot-h1-wireless-bluetooth-sports-earphones-neckband-headset-in-ear-headphones-earbuds-earpiece-for-sports-running-gym-exercise-multiple-functions-25797433.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/33/479752/1.jpg?7960,43,jumia,electronics,	◆Standby time: 300 hours	◆Music time: about 8hrs	◆Charging time: 1 - 2 hrs	◆Bluetooth range: 8m	◆Noise cancellation: CVC6.0	◆Color: black	◆Size: 170 x 140 x 27 mm	◆Weight: 55.2g	Specifications	SKU: ZE551EL0JXL54NAFAMZ	Color: Black	Model: H1	Product Line: Golden Ifexx	Size (L x W x H cm): (LxWxH) 19 x 19 x 8 cm	Weight (kg): 264
"viwa Dual SIM FM Radio, Torch Light, Camera Phone - Gold",VI578MP0AOSQGNAFAMZ,"1,899",4.1,https://www.jumia.com.ng/viwa-dual-sim-fm-radio-torch-light-camera-phone-gold-44135971.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/17/953144/1.jpg?1366,15,jumia,phones and tablets,	Dual SIM	Digital Camera	Display: 1.77-Inch	Wireless FM	Big LED Torch Light	Blueetooth	Up to 32GB	What’s in the box	Cell Phone * 1Charge * 1
Daewoo Blender With Mill - Dbl-819,4519615,"7,170",5,https://www.konga.com/product/daewoo-daewoo-blender-with-mill-dbl-819-4519615,"https://www-konga-com-res.cloudinary.com/w_auto,f_auto,fl_lossy,dpr_auto,q_auto/media/catalog/product/T/D/118566_1572331941.jpg",2,konga,home and office,"The 430W Daewoo blender breaks down all kinds of food for maximum nutrition. Make delicious smoothies or hearty soups. With its sleek design, the Daewoo blender is the ideal appliance for encouraging healthy eating for the whole family.	It has 4 Speeds With Pulse, 1.5L Jar, Mill Attachment Included, Stainless Steel Blades, Suitable, For Ice crushing, Drip holes & measuring cup on lid, Advanced Airflow design, Non-Slip Feet, Power: 430W	4 Speeds With Pulse	1.5L plastic Jar	Mill Attachment Included	Stainless Steel Blades	Suitable For Ice crushing	Drip holes & measuring cup on lid	Advanced Airflow design"
Scanfrost Non Stick Sole Plated Steam Iron,SC034HL09LLQVNAFAMZ,"9,000",4.2,https://www.jumia.com.ng/non-stick-sole-plated-steam-iron-scanfrost-mpg217869.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/16/124503/1.jpg?5971,16,jumia,home and office,	Color: White and green	Water Tank Capacity: 250 ml	Teflon Solplate	Over heating Protection	Light Indicator	Steam Iron with self cleaning function	Non stick sole plate	What’s in the box	N/A
SanDisk Sandisk Ultra Dual M3.0 OTG Flash Drive 64GB,SA949EL067V3KNAFAMZ,"5,126",4.5,https://www.jumia.com.ng/sandisk-sandisk-ultra-dual-m3.0-otg-flash-drive-64gb-29544401.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/10/444592/1.jpg?2413,63,jumia,computing,	‣ Capacity : 64GB ‣ Read Speed : up to 130 MB/s ‣ Interface : micro-USB and USB 3.0 connectors	What’s in the box	1*Sandisk ULTRA® Dual USB OTG M3.0 150MB/s Dual Drive 64G1*Small Lanyard
"Amani 43"" Full HD LED TV - 1 Year Warranty",4475372,"59,500",5,https://www.konga.com/product/amani-43-full-hd-led-tv-1-year-warranty-4475372,"https://www-konga-com-res.cloudinary.com/w_auto,f_auto,fl_lossy,dpr_auto,q_auto/media/catalog/product/B/C/160872_1568843366.jpg",1,konga,electronics,"The 43Inches Amani LED TV has better color, improved quality and an improved sound for better home entertainment.	You can enjoy TV shows, movies, and even the web, as never before.	The functions include backlight control for adjusting brightness, a screen-off function that turns the image off for playing audio-only, and the Standby Mode Zero function which allows the TV to effectively hibernate, using zero electricity.	Amani offers a variety of innovative and state-of-the-art flat-screen televisions to fit your unique needs including cleaner pictures in a streamlined, slim design. This energy-efficient TV uses LED backlighting to deliver a brighter and more vivid picture."
"Nivea Natural Fairness Anti-Perspirant Roll-on For Women, 48h- 50ml (Pack Of 3)",NI930ST18YA24NAFAMZ,"1,650",4.8,https://www.jumia.com.ng/nivea-natural-fairness-anti-perspirant-roll-on-for-women-48h-50ml-pack-of-3-44420557.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/75/502444/1.jpg?2687,4,jumia,health and beauty,"	Fairer & smoother underarms	48h anti-perspirant protection	Gentle NIVEA care	Skin tolerance dermatologically proven	What’s in the box	3 Pack Natural Fairness Anti-Perspirant Roll-on for Women, 48h- 50ml"
 Men's Cross Mesh Slippers-Brown,FA203SH1FOJTMNAFAMZ,"9,000",3.7,https://www.jumia.com.ng/mens-cross-mesh-slippers-brown-fashion-mpg312482.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/86/80585/1.jpg?4549,85,jumia,fashion,	Flat sole	Affordable	Colour : Brown	Style: Simple Cross Mesh	Specifications	SKU: FA203SH1FOJTMNAFAMZ	Heel Type: Low	Shoe type [P]: Flats	Color: Brown	Product Line: Spring Store	Weight (kg): 0.4
Maxtron 5KVA Automatic Voltage Regulator- Stabilizer 5000VA,MA763EL0Y5QSWNAFAMZ,"29,999",4.5,https://www.jumia.com.ng/maxtron-5kva-automatic-voltage-regulator-stabilizer-5000va-6947375.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/57/37496/1.jpg?9393,54,jumia,electronics,"	Classic series, El transformers, relay type	Input and output voltage LED/Meter/LCD display	High temperature protection	Circuit breaker protection	Efficiency: 98%	Rugged and reliable design	What’s in the box	- Maxtron 5KVA Stabilizer	- Spare Fuse	- Manual"
Sinrong Electric Hair Steaming Cap,1453769,"2,500",5,https://www.konga.com/product/sinrong-electric-hair-steaming-cap-1453769,"https://www-konga-com-res.cloudinary.com/w_auto,f_auto,fl_lossy,dpr_auto,q_auto/media/catalog/product/E/l/Electric-Hair-Steaming-Cap-7725416.jpg",17,konga,health and beauty,"Sinrong Electric Hair Steaming Cap is extremely handy for fashion conscious women who know how to take care of thier hair the smart way.	With the Electric Hair Steaming Cap all you need to do is apply your hair treatment, wear the cap adjusting the fasening cord to suit your head and turn it on.	The electric beauty cap comes with the following amazing features:	Long electric cord that allows you engage in other activities while steaming your hair.	Adjustable fastening cords for easy fit.	Detachable and washable inside cap for proper hygiene.	Comes in a variety of colours."
"Oukitel C16 5.71-inch (2GB RAM 16GB ROM), Android 9.0 Waterdrop 2600mAh 3G Smartphone-BLACK",OU517MT18IGT1NAFAMZ,"23,366",4.1,https://www.jumia.com.ng/oukitel-c16-5.71-inch-2gb-ram-16gb-rom-android-9.0-waterdrop-2600mah-3g-smartphone-black-39646747.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/74/764693/1.jpg?2293,36,jumia,phones and tablets,"	Display: 5.71 inch	CPU: MT6580P Quad Core	System: Android 9.0	RAM + ROM: 2GB RAM 16GB ROM	Camera: 8.0MP + 2.0MP back camera and 5.0MP front camera	Sensor: Proximity Sensor, Gravity Sensor, Ambient Light Sensor, Face ID	What’s in the box	Cell Phone: 1	Charger: 1	SIM Needle: 1	USB Cable: 1	User Manual: 1	Protective Cover: 1"
Scanfrost Blender SFKAB 411,SC034HA0S4TGWNAFAMZ,"11,280",5.0,https://www.jumia.com.ng/scanfrost-blender-sfkab-411-46045274.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/47/254064/1.jpg?0173,1,jumia,home and office,"	1.5 Litres Capacity Food Grade Plastic Jar	400 W Powerful Copper Motor	2 Speed Control With Pulse Function	Additional Chopper Jar	Rust Free Stainless Steel Blades	Extra Mill Jar	Comes With Safety Lock For Jug (The Blender Operates Only When The Lid Is of The Jug is Closed Completely And Locked in Place, Only Blender With This Feature)	What’s in the box	Product Manual"
A&S Tiffany Wall Paper,3623123,"4,499",5,https://www.konga.com/product/aands-tiffany-wall-paper-3623123,"https://www-konga-com-res.cloudinary.com/w_auto,f_auto,fl_lossy,dpr_auto,q_auto/media/catalog/product/O/M/122023_1523032636.jpg",1,konga,home and office,"1 roll of Tiffany 5092 wall paper spans a width(W) of 53cm (0.53mm), length (L) of 10m (1000mm) and covers an area of 5.3 square meters(M2).Tiffany brand gives you an exclusive blend of colors and designs that tells more of your status. Tiffany brand has been in interior design bussiness for over a decade and promises quality and durability.Its Easy to install, cleanable,economical and enviromental friendly.	Tiffany 5092 wall paper gives you a feel of satisfaction, comfort and a ''WOW'' expression after installation and i bet you'll call back for more and refer us to your family and friends."
 AC600-3 USB Receiver WiFi Adapter Wireless USB 600Mbps,GE779EL063VAONAFAMZ,"1,782",4.4,https://www.jumia.com.ng/generic-ac600-3-usb-receiver-wifi-adapter-wireless-usb-600mbps-42285201.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/10/258224/1.jpg?1391,7,jumia,computing,"	AC600-3 USB Receiver WiFi Adapter Wireless USB 600Mbps AC600 2.4GHz 5GHz 802.11B N G AC PC Mini Computer Network Card Receiver Dual Band	AC600-3 USB Receiver WiFi Adapter Wireless USB 600Mbps AC600 2.4GHz 5GHz 802.11B N G AC PC Mini Computer Network Card Receiver Dual Band	AC600-3 USB Receiver WiFi Adapter Wireless USB 600Mbps AC600 2.4GHz 5GHz 802.11B N G AC PC Mini Computer Network Card Receiver Dual Band	AC600-3 USB Receiver WiFi Adapter Wireless USB 600Mbps AC600 2.4GHz 5GHz 802.11B N G AC PC Mini Computer Network Card Receiver Dual Band	AC600-3 USB Receiver WiFi Adapter Wireless USB 600Mbps AC600 2.4GHz 5GHz 802.11B N G AC PC Mini Computer Network Card Receiver Dual Band	AC600-3 USB Receiver WiFi Adapter Wireless USB 600Mbps AC600 2.4GHz 5GHz 802.11B N G AC PC Mini Computer Network Card Receiver Dual Band	What’s in the box	1 x Wireless Adapter,1 x Driving CD,"
Tcb TCB Nourishing Hair Food 85g - (Pack Of 3),TC282HB0DALO4NAFAMZ,680,4.0,https://www.jumia.com.ng/tcb-tcb-nourishing-hair-food-85g-pack-of-3-25692322.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/22/329652/1.jpg?3209,40,jumia,health and beauty,"	•Daily use will help retain natural oils, add shine and soften hair.	•Improves Hair Health by protecting it & preventing dryness. •Non-liquid format – stays for longer.	What’s in the box	3 pieces of 85g nourshing hair food"
sidestep Boys Men Sandal Treckers Unique – Black,SI130SH0332ELNAFAMZ,"3,500",3.0,https://www.jumia.com.ng/sidestep-boys-men-sandal-treckers-unique-black-33918150.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/05/181933/1.jpg?0275,11,jumia,fashion,	Durable	Unique	Mens sandals	Velcro Fastening	Longlasting	What’s in the box	A pair of brown sandals
 F9 Wireless Bluetooth Headset Earphone With Power Display,GE779MT1JXC40NAFAMZ,"6,800",4.1,https://www.jumia.com.ng/f9-wireless-bluetooth-headset-earphone-with-power-display-generic-mpg1230160.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/93/934224/1.jpg?2693,47,jumia,phones and tablets,"	Multi-function charging compartment, can be used as a portable phone holder when watching video	IPX5 Waterproof，no fear of rain and sweat，swimming	LED Number display,More convenient to know the power of headphones	Single ears call, F9 brings a highly restored real voice, the call is as clear as face-to-face	8D Surround Sound,Phone support,Siri Voice Assistant.	What’s in the box	• 1 Pair * Bluetooth Headset• 3 pairs * headphones (Large, medium, Small) • 1 * manual • 1 * USB Charging Cable • 1 * Power Supply Box"
 Bluetooth Earphone Wireless Wireless Headset Earpieces,GE779EA0090KANAFAMZ,"4,220",4.5,https://www.jumia.com.ng/generic-bluetooth-earphone-wireless-wireless-headset-earpieces-43602400.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/00/420634/1.jpg?9152,37,jumia,electronics,	earphone with case	wireless bluetooth earphone	earphone high quality	in ear earphone	music earphone	wireless stereo earphone	wireless headset earphone	What’s in the box	1  * Bluetooth Earphone
Miniso MINISO Reusable Unbreakable Drink Ice Cup Mug-Green,MI869HA0EEJJINAFAMZ,"2,090",5.0,https://www.jumia.com.ng/miniso-miniso-reusable-unbreakable-drink-ice-cup-mug-green-43139142.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/24/193134/1.jpg?6777,2,jumia,home and office,"	- Brand: MINISO	- Material: Body: inner 304 stainless steel, outer 201 stainless steel, AS lid, PP straw	- Color: Green, Blue, Pink	- Capacity: 750ml	- Suitable temperature: -20°C-100°C	- Advantages: Innovative design, simple and fashionable	What’s in the box	1x Polished Drink Cup"
SanDisk 64GB Ultra OTG Dual USB Flash Drive 3.0,SA949EL08P6HYNAFAMZ,"4,399",4.3,https://www.jumia.com.ng/sandisk-64gb-ultra-otg-dual-usb-flash-drive-3.0-5711641.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/14/61175/1.jpg?7723,810,jumia,computing,	Capacity: 64 GB	Read Speed: up to 130 MB/s	Interface: USB 3.0/micro-USB	Interface: Interface: micro-USB and USB 3.0 connectors	Operational temperature: 32° - 113° F (0° – 45° C)	Storage temperature: 50° - 158° F (-10° – 70° C)	Dimensions: 0.43 x 0.78 x 1.44 in. ;11.0 x 19.8 x 36.6 mm	Compatibility: USB 3.0 (backward compatible with USB 2.0)	What’s in the box	otg flash drive
"UMIDIGI A3S Android 10 Global Band 3950mAh 5.7"" Smartphone 13MP Selfie Triple Slots Dual 4G VoLTE Celular",UM742MP0TQWIENAFAMZ,"25,990",4.4,https://www.jumia.com.ng/umidigi-a3s-android-10-global-band-3950mah-5.7-smartphone-13mp-selfie-triple-slots-dual-4g-volte-celular-45046994.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/49/964054/1.jpg?0796,62,jumia,phones and tablets,"	Battery:3950mAh	Bluetooth:Bluetooth 5.0	Front camera:13MP front camera	Rear Camera:16MP dual camera	OS: Stock Android 10	Global Bands, Dual 4G VoLTE	What’s in the box	1x UMIDIGI A3S	1x Screen Protector (pre-applied)	1x Phone Case	1x Micro USB Cable	1x Power Adapter	1x SIM Tray Ejector	1x Quick Start Guide"
 Men's Volcano Sneakers,FA203SH00GCELNAFAMZ,"4,900",4.5,https://www.jumia.com.ng/fashion-mens-volcano-sneakers-37526700.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/00/762573/1.jpg?6205,169,jumia,fashion,	Closed: lace-up	Toe style: round head	Sole Material: Rubber	Upper lining material: no lining	Upper material: mesh	Style: outdoor casual shoes.	Specifications	SKU: FA203SH00GCELNAFAMZ	Heel Type: Flat	Shoe type [P]: Mens Casual Shoes	Color: White blue	Main Material: mesh	Weight (kg): 0.6
Sonik Toaster Ssm 1606,4503009,"3,310",5,https://www.konga.com/product/sonik-sonik-toaster-ssm-1606-4503009,"https://www-konga-com-res.cloudinary.com/w_auto,f_auto,fl_lossy,dpr_auto,q_auto/media/catalog/product/O/X/118566_1571249049.jpg",1,konga,home and office,"Whatever your favourite toastie filling, this SONIK sandwich toaster is ready to create 2 rounds of perfectly sealed snacks to sort out your lunchtime! Its anti-slip feet ensure no messy accidents when the machine is on and the power and status lights let you know when it's ready to get toasting. Once you've polished off your tasty treat, cleaning up is hassle-free with the non-stick coating."
Orah Antibacterial Instant Hand Sanitizer 500ml,GE779ST0GRG2TNAFAMZ,"2,710",5.0,https://www.jumia.com.ng/orah-antibacterial-instant-hand-sanitizer-500ml-50445182.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/28/154405/1.jpg?6754,2,jumia,health and beauty,	2 times more effective than the regular hand sanitizer	specially formulated to combat the spread of  viruses	generally used to decrease infectious agents	family size 500ml	Alcohol based type are preferable to hand washing with soap and water	What’s in the box	Hand sanitizer gel
UFC UFC Bluetooth Power Home Theater Sound System,UF538EA1GUYNKNAFAMZ,"24,490",3.0,https://www.jumia.com.ng/ufc-ufc-bluetooth-power-home-theater-sound-system-42648788.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/88/784624/1.jpg?2454,1,jumia,electronics,"	Superior surround sound experience	5.1 channel system, deeper bass and richer treble	Engineered with S-Master digital amplifier,  free of multiple analogue stages	Lower distortion due to heat build-up and amazing power play	Equipped with Dolby Digital Surround Sound	Subwoofer and 5 satellite speakers you can enjoy low-frequency effects and vibrant sound	Specifications	SKU: UF538EA1GUYNKNAFAMZ	Color: black	Main Material: copper coil	Model: ufc	Product Line: airbocasstores	Weight (kg): 0.5"
Tablet And Phone Holder Clip Mount For Selfie Stick And Tripod - 2 in 1,2323457,"1,250",5,https://www.konga.com/product/tablet-and-phone-holder-clip-mount-for-selfie-stick-and-tripod-2-in-1-2323457,"https://www-konga-com-res.cloudinary.com/w_auto,f_auto,fl_lossy,dpr_auto,q_auto/media/catalog/product/I/W/67227_1535368083.jpg",2,konga,phones and tablets,"Clip only. Tripod or selfie stick monopod not included.	*Phone Clip range: 5.8-8.5cm (suitable for 3.5-5.5"" cellphone)	*Tablet Clip range: 11-19cm (suitable for 7-10"" tablet pc)	*Material is: high quality ABS body+stainless steel spring+silicone mat	Mount your devices or mobile device to any standard tripod - with this Bracket. Including 2 different sizes clip in one, this accessory is designed and engineered to work with all smart phones tablet, GPS and so on.	Versatile Tripod Mount Adapter: One adapter fits both smartphones and tablets.	Universal Phone Holder: Designed to fit most smartphones. Width adjustment 55-83 mm (2.16-3.27 inches). Fits iPhone 6S Plus, 6S, iPhone 6 Plus, 6, iPhone 5S, 5, 4S, Samsung Galaxy S6, S5, S4, Samsung Galaxy Not 4, Note 3, LG G4, G3, G2, HTC One M8, Motorola Moto X G, Nexus 6 5, Sony Xperia Z2, and More Phones	Universal Tablet Holder: Designed to fit most 7-10 inch tablets with or without a case. Width adjustment 110-190mm (4.3-7.5 inches). Fits iPad Air 2, Air, iPad Mini 4, 3, 2, Mini, Samsung Galaxy Tab series, and more tablets.	Easy to attach your phone to a standard 1/4""-20 tripod thread. Spring loaded to prevent your device from falling out.	Made from High Grade ABS Plastic: Strong, Lightweight and Ultra-Portable Size. Designed for stable shots, group photos, and videos.	Package Included:	1x Holder Clip(The tripod holders and other things are not included.)"
HP Classic Bigmouth Laptop Charger - Original Quality,1859512,"3,500",5,https://www.konga.com/product/hp-classic-bigmouth-laptop-charger-original-quality-1859512,"https://www-konga-com-res.cloudinary.com/w_auto,f_auto,fl_lossy,dpr_auto,q_auto/media/catalog/product/C/l/Classic-Bigmouth-Laptop-Charger---Original-Quality-7520556.jpg",1,konga,computing,"Product details	Genuine New Laptop AC Adapter Charger for HP G60 G70 DV3 DV5 DV6 Compaq Presario CQ40 CQ45 CQ50 CQ51.	Watts Input Voltage: 100V-240V,	Conforms to safety standards, Connector Size: 7.4mm x 1.7mm	Condition: New,	Type: Non-OEM Replacement	Color: Black, does not include Laptops Power cord"
 220V Electric Herbs/Spices/Nuts/Grains/Coffee Bean Grinder Mill Grinding DIY,GE779HL1CESMANAFAMZ,"6,070",4.0,https://www.jumia.com.ng/220v-electric-herbsspicesnutsgrainscoffee-bean-grinder-mill-grinding-diy-generic-mpg799764.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/81/311842/1.jpg?9893,1,jumia,home and office,	Product name:Grain grinder	Model: GS-03	Material:food grade plastic	What’s in the box	1 x Grain grinder	1 x Brush
 Anti Theft Security Travel Backpack & Laptop Bag With USB Charging Port,GE779BL0B5PK8NAFAMZ,"6,500",5.0,https://www.jumia.com.ng/generic-anti-theft-security-travel-backpack-laptop-bag-with-usb-charging-port-48124781.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/18/742184/1.jpg?3045,1,jumia,computing,"	ANTI-THEFT BACKPACK -This Backpack apply anti-theft design techology. Zipper of main pocket is fully hidden in the back of this bag ,no theft will easily open your backpack. Equip with a secret pocket which behind the bag. It's super good for travel ,work or school	USB CHARGE PORT AND WATER REPELLENT FABRIC- External USB with built-in charging cable offers a convenient charging of your electronic device anywhere, and this bag do not include a battery, you need a power bank to charge it	MULTI-COMPARTMENT BACKPACK - 30° or 90° adjustable main compartment ,equip with varies function pockets for pens ,phone ,wallet and some slim 15.6 inches laptop	NIGHT SAFETY BACKPACK - There is a retro reflective tape on the front of the bag which makes this backpack more conspicuous in the night. This is a safe backpack for you to walk in the night	SIZE AND CAPACITY - Size :11.02 X 4.92 X 16.93 inches. Capacity :12 L	Specifications	SKU: GE779BL0B5PK8NAFAMZ	Color: grey	Main Material: Leather	Model: na	Product Line: Prime Collection	Weight (kg): 0.6"
Nokia 3.1 Global Version Phone 5.2 Inch 3GB RAM+32GB ROM MTK MT6750N Octa Core 4G Smartphone,NO891MT0BTIG9NAFAMZ,"30,000",4.2,https://www.jumia.com.ng/nokia-3.1-global-version-phone-5.2-inch-3gb-ram32gb-rom-mtk-mt6750n-octa-core-4g-smartphone-31725891.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/19/852713/1.jpg?5672,50,jumia,phones and tablets,	OS: Android 8.0	Display Size: 5.2 inch	3GB RAM+32GB ROM	Front Camera: 8.0 MP	Rear Camera: 13.0MP	CPU:MTK MT6750N Octa Core 1.5GHz	What’s in the box	1 x NOKIA 3.1 Smartphone1 x USB Cable1 x SIM eject tool1 x Earphone1 x Charger(India type)
 Fashion Men Casual Shoes Sneakers-Black,FA203SH19ZXG0NAFAMZ,"3,500",4.3,https://www.jumia.com.ng/fashion-fashion-men-casual-shoes-sneakers-black-42095277.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/77/259024/1.jpg?7245,146,jumia,fashion,	Your Own Style And Fashion On Your Way;	Hard-Wearing Anti-Slip and Breathable;	Light Weight and Walking Comfortable;	Fashion Casual Shoes;	Fashion Outdoor Sneakers;	Fashoin Men Shoes;	Casual Office Shoes;	What’s in the box	1 X SHOES
Safeguard Anti-bacterial Soap Lemon Fresh 175g (Pack Of 6),SA552ST03MBGWNAFAMZ,"2,105",5.0,https://www.jumia.com.ng/safeguard-anti-bacterial-soap-lemon-fresh-175g-pack-of-6-44108060.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/06/080144/1.jpg?5831,2,jumia,health and beauty,	Anti Bacterial	Mild On Skin	Variations to choose from	durable	premium quality	Specifications	SKU: SA552ST03MBGWNAFAMZ	Color: Multicolour	Product Line: Procter and Gamble	Weight (kg): 0.1
 Home Theater 100w Sound Bar With Woofer- Wireless Bluetooth Speaker & Soundbar- YoungBar,GE779EL1KXWQLNAFAMZ,"44,800",4.6,https://www.jumia.com.ng/generic-home-theater-100w-sound-bar-with-woofer-wireless-bluetooth-speaker-soundbar-youngbar-37504659.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/95/640573/1.jpg?8230,16,jumia,electronics,"	Includes a 100W Woofer for deep Bass	Bluetooth 4.1 Technology	High-Performance Connectivity, Big Power(Max up to 100 watt).	2.1 channel 100 Watt: .	Infra-Red Learning Function: The Soundbar can“learn”the TV remote control signal,	DSP Technology: Thanks to the Digital Signal Processing, can raises the level of Movie/Music/Dialog while maintaining overall sound quality.	What’s in the box	Soundbar - x1	Subwoofer  -x1"
Haier Thermocool 6kg Washing Machine -twin Tub Blue,3433344,"51,500",5,https://www.konga.com/product/haier-thermocool-6kg-washing-machine-twin-tub-blue-3433344,"https://www-konga-com-res.cloudinary.com/w_auto,f_auto,fl_lossy,dpr_auto,q_auto/media/catalog/product/6/k/6kg-Washing-Machine--twin-Tub-Blue-Promo-Pack-7816218_18.jpg",17,konga,home and office,"The Thermocool TLSA06 Top Load Semi-Automatic Washing Machine is an appliance that is both powerful and discreet. With a 4.5kg spin capacity and a soak function, clothes are washed thoroughly and spun to perfection. An additional feature of the magic lint filter collects all the lint in the laundry for you – ease of use and fresh clothes are a regular guarantee.	Features in detail	Electrical Component Protection	Electrical components are protected against water spillage for users safety.	Pure Plastic Cabinet	Waterproof, anti-rust, lightweight, easy to move and hard to be out of shape.	Removable Truckle Design	The washer with removable truckle is very mobile and can wash clothes in any room of your house and even outdoors too!	Child Safety Lock	The program buttons are locked when the washer is on to protect your child and prevent any disruption to your laundry program	Anti-Rust Shell	This Lacquered cabinet is anti-rust and antiseptic helping to sustain your washer's appearance and prolong its lifespan.	Pre-Soak	Option to Soak very dirty clothes if required for up to 30 mins before washing starts automatically"
Master Chef Potluck Lunch Box - 3.6L Food Jar - Cream & Brown,MA452HL0MDIFZNAFAMZ,"7,200",4.5,https://www.jumia.com.ng/master-chef-potluck-lunch-box-3.6l-food-jar-cream-brown-38918573.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/37/581983/1.jpg?6023,8,jumia,home and office,"	Potluck Lunch box with stainless inner Air tight insulation  and contains	3 x Stainless steel food jar	2 x Plastic water cup	2 x Plastic spoon	1 x Plastic handle	maintains temperature Ideal for carrying food & liquids	Ideal for home, office, school and travel.	Comes with attached handle and strap,	Elegant, Stylish, Light and easy to use	What’s in the box	3 x Stainless steel food case of 0.8 litres each2 x Plastic water cup of 0.6 litres each2 x Plastic spoon1 x Plastic handle"
 True Wireless Headphones Bluetooth 5.0+EDR Earphone,GE779EA0JFO7YNAFAMZ,"4,990",4.5,https://www.jumia.com.ng/generic-true-wireless-headphones-bluetooth-5.0edr-earphone-43934623.html,https://ng.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/32/643934/1.jpg?7728,8,jumia,phones and tablets,"	True wireless design, left and right earphone channels are separated. Can be used solely, or used in pairs.	BT 5.0 brings high data transfer speed, stable connection and low power consumption. Quick to pair with BT-enabled audio devices.	Auto power on and fast pairing between left and right Earphone once taking out of the charging case.	It supports working time for 3-4 hours. A 350mAh charging case can charge the Earphone for 3 times.	Built-in mic delivers clearer and more real talking sound, make hand-free call as you like.	Lightweight and mini size fit well to your ear canal, comfortable to wear.	What’s in the box	1* Pair of Earbuds	1* Charging Case	1* Charging Cable	1* User Manual"
